ID,type,name,enter_datetime,exit_datetime,distance,time,speed,type_point,order_trip,total_load,barge_ids,order_distance,order_time,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
Barge,Barge Step Collection,Collecting Barge - b42,45:00.0,15:00.0,59.65642859,4.971369049,12,main_point,2,3500,b42,,,,,tbs2,o1,Sea
o1,Start Order,carrier1,30:00.0,45:00.0,3.278423357,,11.3,main_point,2,3500,b42,,,,,tbs2,o1,Sea
o1,Crane-Carrier,cr2 - b42,30:00.0,38:34.3,0,,420,main_point,2,3500,b42,,,,,tbs2,o1,Sea
s2,Appointment,3-Bang Hua Suea Pier,30:00.0,30:00.0,62.67749061,,10.7,main_point,2,3500,b42,,,,,tbs2,o1,Sea
Start,Start,Start,15:00.0,15:00.0,0,0,0,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
Barge,Barge Collection,Barge Location,15:00.0,30:00.0,54.65642859,4.968766236,11,main_point,1,13000,"b21,b22,b23,b24",3.278423357,0.387215357,8.466666667,1/12/2025 8:00,tbs4,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b21,15:00.0,45:00.0,54.65642859,4.968766236,11,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b22,45:00.0,15:00.0,0,0,0,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b23,15:00.0,45:00.0,0,0,0,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b24,45:00.0,15:00.0,0,0,0,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
o1,Start Order,carrier1,00:00.0,30:00.0,3.278423357,,8.466666667,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
o1,Crane-Carrier,cr3 - b22,00:00.0,53:41.1,0,,380,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
o1,Crane-Carrier,cr5 - b24,45:15.8,05:15.8,0,,360,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
o1,Crane-Carrier,cr4 - b21,25:15.8,45:15.8,0,,300,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
o1,Crane-Carrier,cr1 - b23,55:15.8,10:15.8,0,,400,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
s2,Appointment,3-Bang Hua Suea Pier,45:00.0,00:00.0,62.67749061,,6.633333333,main_point,1,13000,"b21,b22,b23,b24",,,,,tbs4,o1,Sea
Start,Start,Start,15:00.0,15:00.0,0,0,0,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
Barge,Barge Collection,Barge Location,15:00.0,30:00.0,0,0,11,main_point,1,13000,"b25,b26,b27,b28",3.278423357,0.387215357,8.466666667,1/12/2025 8:00,tbs5,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b25,15:00.0,45:00.0,0,0,0,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b26,45:00.0,15:00.0,0,0,0,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b27,15:00.0,45:00.0,0,0,0,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
Barge,Barge Step Collection,Collecting Barge - b28,45:00.0,15:00.0,0,0,0,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
o1,Start Order,carrier1,00:00.0,45:00.0,3.278423357,,8.466666667,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
o1,Crane-Carrier,cr2 - b26,00:00.0,08:34.3,0,,420,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
o1,Crane-Carrier,cr3 - b28,22:42.4,16:23.5,0,,380,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
o1,Crane-Carrier,cr5 - b25,34:17.1,30:57.1,0,,360,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
o1,Crane-Carrier,cr1 - b27,39:17.1,54:17.1,0,,400,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
s2,Appointment,3-Bang Hua Suea Pier,00:00.0,00:00.0,62.67749061,,6.633333333,main_point,1,13000,"b25,b26,b27,b28",,,,,tbs5,o1,Sea
Start,Start,River Start,1/12/25 23:15,1/12/25 23:15,0,0,0,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,1/13/25 0:15,1/13/25 1:15,59.65642859,5.965642859,10,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b1,1/13/25 0:15,1/13/25 0:35,59.65642859,5.965642859,10,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b2,1/13/25 0:35,1/13/25 0:55,0,0,0,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b3,1/13/25 0:55,1/13/25 1:15,0,0,0,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
s10,Customer Station,Wat Kai Tia Pier,1/13/25 14:56,1/14/25 10:15,83,,6.059782609,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b2,1/13/25 15:00,1/13/25 22:15,0,,,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b1,1/13/25 22:15,1/14/25 4:15,0,,,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b3,1/14/25 4:15,1/14/25 10:15,0,,,main_point,1,9500,"b1,b2,b3",,,,,tbr1,o1,River
Start,Start,River Start,1/14/25 23:30,1/14/25 23:30,0,0,0,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,1/15/25 0:30,1/15/25 1:45,142.6564286,14.26564286,10,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b29,1/15/25 0:30,1/15/25 0:50,142.6564286,14.26564286,10,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b30,1/15/25 0:50,1/15/25 1:10,0,0,0,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
Barge,Barge Change Collection,Change Barge - b41,1/15/25 1:10,1/15/25 1:30,0,0,0,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
s10,Customer Station,Wat Kai Tia Pier,1/15/25 15:26,1/16/25 10:45,83,,6.059782609,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b30,1/15/25 15:30,1/15/25 22:45,0,,,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b29,1/15/25 22:45,1/16/25 4:45,0,,,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
o1,Loader-Customer,ld1 - b41,1/16/25 4:45,1/16/25 10:45,0,,,main_point,2,9500,"b29,b30,b41",,,,,tbr1,o1,River
Start,Start,River Start,45:00.0,45:00.0,0,0,0,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,45:00.0,45:00.0,139.6564286,13.96564286,10,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
Barge,Barge Change Collection,Change Barge - b4,45:00.0,05:00.0,139.6564286,13.96564286,10,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
Barge,Barge Change Collection,Change Barge - b5,05:00.0,25:00.0,0,0,0,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
Barge,Barge Change Collection,Change Barge - b6,25:00.0,45:00.0,0,0,0,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
s10,Customer Station,Wat Kai Tia Pier,18:03.7,45:00.0,83,,6.125,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
o1,Loader-Customer,ld1 - b4,30:00.0,45:00.0,0,,,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
o1,Loader-Customer,ld1 - b6,30:00.0,45:00.0,0,,,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
o1,Loader-Customer,ld1 - b5,45:00.0,45:00.0,0,,,main_point,1,10000,"b4,b5,b6",,,,,tbr2,o1,River
Start,Start,River Start,30:00.0,30:00.0,0,0,0,main_point,2,3500,b42,,,,,tbr2,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,00:56.3,30:00.0,142.6564286,14.26564286,10,main_point,2,3500,b42,,,,,tbr2,o1,River
Barge,Barge Change Collection,Change Barge - b42,00:56.3,20:56.3,142.6564286,14.26564286,10,main_point,2,3500,b42,,,,,tbr2,o1,River
