ID,type,name,enter_datetime,start_arrival_datetime,exit_datetime,rest_time,distance,time,speed,type_point,order_trip,barge_ids,total_load,total_load_v2,order_distance,order_time,barge_speed,order_arrival_time,travel_info,station_id,tugboat_id,order_id,water_type
Start,Start,Start at ST_014,2025-01-21 04:00:00.000000,2025-01-21 04:00:00.000000,2025-01-21 04:00:00.000000,0.0,0.0,0.0,0.0,main_point,1,,0,0,0.0,0,0,0,,ST_014,SeaTB_02,ODR_003,Sea
Barge,Barge Collection,Barge Location,2025-01-21 04:00:00.000000,2025-01-21 04:00:00.000000,2025-01-21 22:15:00.000000,0.0,63.0,0.0,12.0,main_point,1,"B_028,B_074,B_026",1200,0,0.0,0,0,2025-01-21 22:15:00,"{'travel_time': 0.0, 'last_location': (13.1885, 100.815), 'speed': 0, 'start_object': <CodeVS.components.carrier.Carrier object at 0x000001B74249C440>, 'travel_distance': 0.0, 'travel_steps': [<CodeVS.operations.travel_helper.TravelStep object at 0x000001B7451D58B0>], 'exit_datetime': datetime.datetime(2025, 1, 21, 22, 15)}",ST_014,SeaTB_02,ODR_003,Sea
Barge,Barge Step Collection,Collecting Barge - B_028 - (ST_014 to ST_001),2025-01-21 04:00:00.000000,2025-01-21 04:20:00.000000,2025-01-21 09:35:00.000000,0.3333333333333333,63.0,5.25,12.0,travel_point,1,B_028,400,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
Barge,Barge Step Collection,Collecting Barge - B_074 - (ST_001 to ST_001),2025-01-21 09:35:00.000000,2025-01-21 09:55:00.000000,2025-01-21 09:55:00.000000,0.3333333333333333,0.0,0.0,0.0,travel_point,1,"B_028,B_074",800,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
Barge,Barge Step Collection,Collecting Barge - B_026 - (ST_001 to ST_001),2025-01-21 09:55:00.000000,2025-01-21 10:15:00.000000,2025-01-21 10:15:00.000000,0.3333333333333333,0.0,0.0,0.0,travel_point,1,"B_028,B_074,B_026",1200,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
ODR_003,Travel To Carrier,JUBILANT DEVOTION,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,0.0,0.0,0.0,0.0,main_point,1,"B_028,B_074,B_026",0,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
Travel,Sea-Sea Empty Barges,ST_001 to ST_001,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,0.0,0.0,0.0,9.20655737704918,travel_point,1,"B_028,B_074,B_026",0,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
ODR_003,Start Order Carrier,JUBILANT DEVOTION,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,2025-01-22 08:45:00.000000,0.0,0.0,0.0,0.0,main_point,1,"B_028,B_074,B_026",8100,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
ODR_003,Crane-Carrier,cr3 - B_028,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,2025-01-22 08:36:25.714286,0.0,0.0,10.357142857142858,280.0,loading_point,1,B_028,2900,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
ODR_003,Crane-Carrier,cr2 - B_026,2025-01-21 22:15:00.000000,2025-01-21 22:15:00.000000,2025-01-22 08:38:04.615385,0.0,0.0,10.384615384615385,260.0,loading_point,1,B_026,2700,0,0.0,0,0,0,,ST_001,SeaTB_02,ODR_003,Sea
