load,distance,start_time,end_time,barge_id,order_id,capacity,tugboat_river_id,tugboat_sea_id
3150,0.0,2025-01-13 09:29:00,2025-01-23 09:29:00,B_112,ODR_001,3150,RiverTB_09,SeaTB_01
3150,0.0,2025-01-13 09:29:00,2025-01-23 09:29:00,B_130,ODR_001,3150,RiverTB_09,SeaTB_01
1200,3.320028827621071,2025-01-13 09:29:00,2025-01-23 09:29:00,B_001,ODR_001,1200,RiverTB_09,SeaTB_01
1400,3.320028827621071,2025-01-13 09:29:00,2025-01-23 09:29:00,B_002,ODR_001,1400,RiverTB_09,SeaTB_02
2850,3.320028827621071,2025-01-13 09:29:00,2025-01-23 09:29:00,B_003,ODR_001,2850,RiverTB_09,SeaTB_02
2850,3.320028827621071,2025-01-13 09:29:00,2025-01-23 09:29:00,B_004,ODR_001,2850,RiverTB_10,SeaTB_02
1400,3.320028827621071,2025-01-13 09:29:00,2025-01-23 09:29:00,B_005,ODR_001,2850,RiverTB_10,SeaTB_02
