ID,type,name,enter_datetime,exit_datetime,rest_time,start_arrival_datetime,distance,time,speed,type_point,barge_ids,total_load,total_load_v2,order_distance,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
Travel,Sea-River,ST_006 to ST_007,2025-01-23 00:38:24.196371,2025-01-23 00:53:22.395170,0.0,2025-01-23 00:38:24.196371,2.0,0.24949966644429622,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_007 to ST_008,2025-01-23 00:53:22.395170,2025-01-23 01:08:20.593969,0.0,2025-01-23 00:53:22.395170,2.0,0.24949966644429622,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_008 to ST_009,2025-01-23 01:08:20.593969,2025-01-23 01:15:49.693369,0.0,2025-01-23 01:08:20.593969,1.0,0.12474983322214811,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_009 to ST_010,2025-01-23 01:15:49.693369,2025-01-23 01:45:46.090967,0.0,2025-01-23 01:15:49.693369,4.0,0.49899933288859244,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_010 to ST_011,2025-01-23 01:45:46.090967,2025-01-23 01:53:15.190367,0.0,2025-01-23 01:45:46.090967,1.0,0.12474983322214811,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_011 to ST_012,2025-01-23 01:53:15.190367,2025-01-23 02:00:44.289767,0.0,2025-01-23 01:53:15.190367,1.0,0.12474983322214811,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_012 to ST_013,2025-01-23 02:00:44.289767,2025-01-23 02:08:13.389167,0.0,2025-01-23 02:00:44.289767,1.0,0.12474983322214811,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Sea-River,ST_013 to ST_014,2025-01-23 02:08:13.389167,2025-01-23 02:15:42.488567,0.0,2025-01-23 02:08:13.389167,1.0,0.12474983322214811,8.016042780748663,travel_point,"B_065,B_059,B_064,B_101,B_042",13000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
ST_014,Barge Release,Release Barges (B_065 - B_059 - B_064 - B_101 - B_042),2025-01-23 02:15:42.488567,2025-01-23 04:45:42.488567,0.0,2025-01-23 02:15:42.488567,0.0,150.0,0.0,main_point,,0,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_065),2025-01-23 02:15:42.488567,2025-01-23 02:45:42.488567,0.0,2025-01-23 02:15:42.488567,0.0,0.5,0.0,release_point,"B_059,B_064,B_101,B_042",10500,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
